feedback_id,order_id,complaint_tag,rating_stars,refund_issued
FB_70123,70123,None,4,FALSE
FB_70124,70124,Late,1,FALSE
FB_70125,70125,None,4,FALSE
FB_70126,70126,None,5,FALSE
FB_70127,70127,None,4,FALSE
FB_70128,70128,None,5,FALSE
FB_70129,70129,None,5,FALSE
FB_70130,70130,Spill,2,TRUE
FB_70131,70131,Late,2,TRUE
FB_70132,70132,Spill,1,TRUE
FB_70133,70133,None,5,FALSE
FB_70134,70134,Late,1,FALSE
FB_70135,70135,None,4,FALSE
FB_70136,70136,None,5,FALSE
FB_70137,70137,None,5,FALSE
FB_70138,70138,None,4,FALSE
FB_70139,70139,Not Tasty,2,FALSE
FB_70140,70140,None,4,FALSE
FB_70141,70141,None,5,FALSE
FB_70142,70142,None,5,FALSE
FB_70143,70143,None,4,FALSE
FB_70144,70144,Not Tasty,2,FALSE
FB_70145,70145,None,5,FALSE
FB_70146,70146,None,5,FALSE
FB_70147,70147,Spill,1,TRUE
FB_70148,70148,Late,3,FALSE
FB_70149,70149,None,5,FALSE
FB_70150,70150,None,5,FALSE
FB_70151,70151,None,4,FALSE
FB_70152,70152,None,4,FALSE
FB_70153,70153,None,5,FALSE
FB_70154,70154,None,4,FALSE
FB_70155,70155,None,4,FALSE
FB_70156,70156,None,5,FALSE
FB_70157,70157,None,4,FALSE
FB_70158,70158,None,5,FALSE
FB_70159,70159,None,4,FALSE
FB_70160,70160,None,4,FALSE
FB_70161,70161,None,5,FALSE
FB_70162,70162,Spill,2,TRUE
FB_70163,70163,None,4,FALSE
FB_70164,70164,None,4,FALSE
FB_70165,70165,None,4,FALSE
FB_70166,70166,None,5,FALSE
FB_70167,70167,Late,2,FALSE
FB_70168,70168,None,4,FALSE
FB_70169,70169,None,4,FALSE
FB_70170,70170,None,4,FALSE
FB_70171,70171,None,5,FALSE
FB_70172,70172,Late,1,TRUE
FB_70173,70173,None,5,FALSE
FB_70174,70174,None,5,FALSE
FB_70175,70175,None,4,FALSE
FB_70176,70176,Late,2,FALSE
FB_70177,70177,None,4,FALSE
FB_70178,70178,Late,2,FALSE
FB_70179,70179,Late,2,TRUE
FB_70180,70180,None,5,FALSE
FB_70181,70181,None,4,FALSE
FB_70182,70182,None,5,FALSE
FB_70183,70183,None,4,FALSE
FB_70184,70184,None,5,FALSE
FB_70185,70185,None,4,FALSE
FB_70186,70186,None,5,FALSE
FB_70187,70187,None,5,FALSE
FB_70188,70188,Late,1,FALSE
FB_70189,70189,Late,2,FALSE
FB_70190,70190,None,5,FALSE
FB_70191,70191,None,4,FALSE
FB_70192,70192,None,4,FALSE
FB_70193,70193,None,5,FALSE
FB_70194,70194,Late,1,FALSE
FB_70195,70195,None,4,FALSE
FB_70196,70196,None,4,FALSE
FB_70197,70197,None,5,FALSE
FB_70198,70198,None,5,FALSE
FB_70199,70199,None,5,FALSE
FB_70200,70200,None,4,FALSE
FB_70201,70201,Late,2,FALSE
FB_70202,70202,None,5,FALSE
FB_70203,70203,None,5,FALSE
FB_70204,70204,None,5,FALSE
FB_70205,70205,None,4,FALSE
FB_70206,70206,Not Tasty,3,FALSE
FB_70207,70207,None,5,FALSE
FB_70208,70208,None,4,FALSE
FB_70209,70209,Late,1,FALSE
FB_70210,70210,None,4,FALSE
FB_70211,70211,None,4,FALSE
FB_70212,70212,None,4,FALSE
FB_70213,70213,None,4,FALSE
FB_70214,70214,None,5,FALSE
FB_70215,70215,None,5,FALSE
FB_70216,70216,Late,3,FALSE
FB_70217,70217,None,4,FALSE
FB_70218,70218,None,4,FALSE
FB_70219,70219,None,4,FALSE
FB_70220,70220,Late,2,TRUE
FB_70221,70221,Late,2,FALSE
FB_70222,70222,Not Tasty,2,TRUE
FB_70223,70223,None,4,FALSE
FB_70224,70224,None,4,FALSE
FB_70225,70225,None,5,FALSE
FB_70226,70226,None,5,FALSE
FB_70227,70227,None,4,FALSE
FB_70228,70228,None,5,FALSE
FB_70229,70229,None,4,FALSE
FB_70230,70230,None,4,FALSE
FB_70231,70231,Late,3,FALSE
FB_70232,70232,None,4,FALSE
FB_70233,70233,None,4,FALSE
FB_70234,70234,Not Tasty,2,FALSE
FB_70235,70235,Late,2,FALSE
FB_70236,70236,Late,2,FALSE
FB_70237,70237,None,5,FALSE
FB_70238,70238,None,4,FALSE
FB_70239,70239,None,4,FALSE
FB_70240,70240,None,4,FALSE
FB_70241,70241,Late,1,FALSE
FB_70242,70242,None,4,FALSE
FB_70243,70243,None,5,FALSE
FB_70244,70244,None,5,FALSE
FB_70245,70245,Late,3,FALSE
FB_70246,70246,None,4,FALSE
FB_70247,70247,Spill,2,TRUE
FB_70248,70248,None,4,FALSE
FB_70249,70249,None,5,FALSE
FB_70250,70250,Not Tasty,3,FALSE
FB_70251,70251,Late,2,TRUE
FB_70252,70252,None,5,FALSE
FB_70253,70253,None,5,FALSE
FB_70254,70254,Late,1,FALSE
FB_70255,70255,None,4,FALSE
FB_70256,70256,None,4,FALSE
FB_70257,70257,None,5,FALSE
FB_70258,70258,None,5,FALSE
FB_70259,70259,None,5,FALSE
FB_70260,70260,None,5,FALSE
FB_70261,70261,None,5,FALSE
FB_70262,70262,Late,2,TRUE
FB_70263,70263,None,4,FALSE
FB_70264,70264,None,5,FALSE
FB_70265,70265,None,5,FALSE
FB_70266,70266,None,4,FALSE
FB_70267,70267,None,4,FALSE
FB_70268,70268,None,5,FALSE
FB_70269,70269,None,5,FALSE
FB_70270,70270,Not Tasty,3,FALSE
FB_70271,70271,None,4,FALSE
FB_70272,70272,Late,3,FALSE
FB_70273,70273,None,4,FALSE
FB_70274,70274,Late,3,TRUE
FB_70275,70275,None,4,FALSE
FB_70276,70276,None,4,FALSE
FB_70277,70277,Late,2,FALSE
FB_70278,70278,None,5,FALSE
FB_70279,70279,None,5,FALSE
FB_70280,70280,None,5,FALSE
FB_70281,70281,Late,1,FALSE
FB_70282,70282,None,5,FALSE
FB_70283,70283,Not Tasty,2,FALSE
FB_70284,70284,None,5,FALSE
FB_70285,70285,None,5,FALSE
FB_70286,70286,None,4,FALSE
FB_70287,70287,None,4,FALSE
FB_70288,70288,None,4,FALSE
FB_70289,70289,None,5,FALSE
FB_70290,70290,None,5,FALSE
FB_70291,70291,None,5,FALSE
FB_70292,70292,None,5,FALSE
FB_70293,70293,None,4,FALSE
FB_70294,70294,Not Tasty,2,FALSE
FB_70295,70295,Late,1,FALSE
FB_70296,70296,None,5,FALSE
FB_70297,70297,None,4,FALSE
FB_70298,70298,None,4,FALSE
FB_70299,70299,None,5,FALSE
FB_70300,70300,Late,1,FALSE
FB_70301,70301,Late,2,TRUE
FB_70302,70302,Not Tasty,2,FALSE
FB_70303,70303,None,5,FALSE
FB_70304,70304,None,4,FALSE
FB_70305,70305,None,4,FALSE
FB_70306,70306,None,4,FALSE
FB_70307,70307,Not Tasty,3,FALSE
FB_70308,70308,None,5,FALSE
FB_70309,70309,None,5,FALSE
FB_70310,70310,Spill,1,TRUE
FB_70311,70311,None,5,FALSE
FB_70312,70312,None,5,FALSE
FB_70313,70313,None,4,FALSE
FB_70314,70314,None,5,FALSE
FB_70315,70315,None,5,FALSE
FB_70316,70316,None,5,FALSE
FB_70317,70317,None,4,FALSE
FB_70318,70318,None,4,FALSE
FB_70319,70319,None,4,FALSE
FB_70320,70320,None,4,FALSE
FB_70321,70321,None,5,FALSE
FB_70322,70322,None,4,FALSE
FB_70323,70323,None,4,FALSE
FB_70324,70324,None,4,FALSE
FB_70325,70325,Not Tasty,3,FALSE
FB_70326,70326,None,4,FALSE
FB_70327,70327,None,4,FALSE
FB_70328,70328,Late,1,TRUE
FB_70329,70329,None,4,FALSE
FB_70330,70330,Late,3,FALSE
FB_70331,70331,Late,1,FALSE
FB_70332,70332,None,5,FALSE
FB_70333,70333,Late,2,FALSE
FB_70334,70334,Late,3,FALSE
FB_70335,70335,None,5,FALSE
FB_70336,70336,Late,1,FALSE
FB_70337,70337,Late,3,TRUE
FB_70338,70338,None,4,FALSE
FB_70339,70339,Late,3,FALSE
FB_70340,70340,Late,3,TRUE
FB_70341,70341,None,5,FALSE
FB_70342,70342,None,4,FALSE
FB_70343,70343,Not Tasty,2,FALSE
FB_70344,70344,None,4,FALSE
FB_70345,70345,None,4,FALSE
FB_70346,70346,None,4,FALSE
FB_70347,70347,None,4,FALSE
FB_70348,70348,None,4,FALSE
FB_70349,70349,None,5,FALSE
FB_70350,70350,Spill,2,TRUE
FB_70351,70351,None,5,FALSE
FB_70352,70352,None,4,FALSE
FB_70353,70353,Late,1,TRUE
FB_70354,70354,None,5,FALSE
FB_70355,70355,None,5,FALSE
FB_70356,70356,None,4,FALSE
FB_70357,70357,None,4,FALSE
FB_70358,70358,Late,3,FALSE
FB_70359,70359,None,4,FALSE
FB_70360,70360,None,5,FALSE
FB_70361,70361,None,4,FALSE
FB_70362,70362,None,4,FALSE
FB_70363,70363,None,4,FALSE
FB_70364,70364,Late,1,FALSE
FB_70365,70365,None,5,FALSE
FB_70366,70366,None,5,FALSE
FB_70367,70367,None,5,FALSE
FB_70368,70368,None,5,FALSE
FB_70369,70369,Not Tasty,2,TRUE
FB_70370,70370,None,5,FALSE
FB_70371,70371,None,4,FALSE
FB_70372,70372,None,5,FALSE
FB_70373,70373,None,4,FALSE
FB_70374,70374,None,5,FALSE
FB_70375,70375,None,4,FALSE
FB_70376,70376,None,5,FALSE
FB_70377,70377,None,5,FALSE
FB_70378,70378,None,5,FALSE
FB_70379,70379,None,5,FALSE
FB_70380,70380,None,5,FALSE
FB_70381,70381,None,5,FALSE
FB_70382,70382,Spill,2,TRUE
FB_70383,70383,None,5,FALSE
FB_70384,70384,None,5,FALSE
FB_70385,70385,None,4,FALSE
FB_70386,70386,None,5,FALSE
FB_70387,70387,Spill,1,FALSE
FB_70388,70388,Late,1,FALSE
FB_70389,70389,None,4,FALSE
FB_70390,70390,None,5,FALSE
FB_70391,70391,None,4,FALSE
FB_70392,70392,None,5,FALSE
FB_70393,70393,Not Tasty,3,FALSE
FB_70394,70394,None,4,FALSE
FB_70395,70395,None,4,FALSE
FB_70396,70396,Spill,1,TRUE
FB_70397,70397,Late,1,TRUE
FB_70398,70398,None,4,FALSE
FB_70399,70399,Late,1,FALSE
FB_70400,70400,None,4,FALSE
FB_70401,70401,None,4,FALSE
FB_70402,70402,Late,2,TRUE
FB_70403,70403,None,4,FALSE
FB_70404,70404,None,4,FALSE
FB_70405,70405,None,4,FALSE
FB_70406,70406,Late,2,TRUE
FB_70407,70407,None,5,FALSE
FB_70408,70408,None,5,FALSE
FB_70409,70409,None,4,FALSE
FB_70410,70410,None,5,FALSE
FB_70411,70411,None,4,FALSE
FB_70412,70412,None,5,FALSE
FB_70413,70413,None,4,FALSE
FB_70414,70414,None,5,FALSE
FB_70415,70415,None,4,FALSE
FB_70416,70416,None,5,FALSE
FB_70417,70417,None,5,FALSE
FB_70418,70418,None,4,FALSE
FB_70419,70419,None,4,FALSE
FB_70420,70420,None,4,FALSE
FB_70421,70421,None,4,FALSE
FB_70422,70422,None,4,FALSE
FB_70423,70423,None,5,FALSE
FB_70424,70424,None,5,FALSE
FB_70425,70425,None,5,FALSE
FB_70426,70426,None,4,FALSE
FB_70427,70427,None,5,FALSE
FB_70428,70428,None,5,FALSE
FB_70429,70429,None,5,FALSE
FB_70430,70430,Late,2,TRUE
FB_70431,70431,None,5,FALSE
FB_70432,70432,None,5,FALSE
FB_70433,70433,Late,3,FALSE
FB_70434,70434,None,5,FALSE
FB_70435,70435,None,4,FALSE
FB_70436,70436,Late,3,FALSE
FB_70437,70437,None,5,FALSE
FB_70438,70438,Late,2,FALSE
FB_70439,70439,None,4,FALSE
FB_70440,70440,None,5,FALSE
FB_70441,70441,None,5,FALSE
FB_70442,70442,Not Tasty,2,FALSE
FB_70443,70443,Not Tasty,2,FALSE
FB_70444,70444,None,5,FALSE
FB_70445,70445,Spill,1,TRUE
FB_70446,70446,None,4,FALSE
FB_70447,70447,Not Tasty,3,FALSE
FB_70448,70448,None,4,FALSE
FB_70449,70449,None,5,FALSE
FB_70450,70450,Late,1,FALSE
FB_70451,70451,None,5,FALSE
FB_70452,70452,None,4,FALSE
FB_70453,70453,Late,2,TRUE
FB_70454,70454,None,4,FALSE
FB_70455,70455,None,5,FALSE
FB_70456,70456,None,5,FALSE
FB_70457,70457,Late,1,FALSE
FB_70458,70458,None,5,FALSE
FB_70459,70459,None,5,FALSE
FB_70460,70460,None,5,FALSE
FB_70461,70461,None,5,FALSE
FB_70462,70462,None,4,FALSE
FB_70463,70463,None,4,FALSE
FB_70464,70464,None,4,FALSE
FB_70465,70465,None,4,FALSE
FB_70466,70466,Late,1,FALSE
FB_70467,70467,Late,2,TRUE
FB_70468,70468,None,5,FALSE
FB_70469,70469,Not Tasty,3,FALSE
FB_70470,70470,None,4,FALSE
FB_70471,70471,None,5,FALSE
FB_70472,70472,Late,2,TRUE
FB_70473,70473,Not Tasty,2,FALSE
FB_70474,70474,None,4,FALSE
FB_70475,70475,None,5,FALSE
FB_70476,70476,Spill,1,FALSE
FB_70477,70477,Spill,2,TRUE
FB_70478,70478,None,4,FALSE
FB_70479,70479,None,4,FALSE
FB_70480,70480,Late,1,FALSE
FB_70481,70481,None,4,FALSE
FB_70482,70482,Not Tasty,2,FALSE
FB_70483,70483,None,5,FALSE
FB_70484,70484,None,4,FALSE
FB_70485,70485,None,4,FALSE
FB_70486,70486,None,4,FALSE
FB_70487,70487,Spill,1,TRUE
FB_70488,70488,None,4,FALSE
FB_70489,70489,None,4,FALSE
FB_70490,70490,None,5,FALSE
FB_70491,70491,None,4,FALSE
FB_70492,70492,None,5,FALSE
FB_70493,70493,None,5,FALSE
FB_70494,70494,Spill,1,FALSE
FB_70495,70495,None,4,FALSE
FB_70496,70496,None,5,FALSE
FB_70497,70497,Late,2,TRUE
FB_70498,70498,None,4,FALSE
FB_70499,70499,Late,3,FALSE
FB_70500,70500,None,5,FALSE
FB_70501,70501,None,5,FALSE
FB_70502,70502,None,4,FALSE
FB_70503,70503,None,5,FALSE
FB_70504,70504,None,4,FALSE
FB_70505,70505,None,4,FALSE
FB_70506,70506,None,5,FALSE
FB_70507,70507,None,5,FALSE
FB_70508,70508,None,4,FALSE
FB_70509,70509,None,5,FALSE
FB_70510,70510,Not Tasty,2,FALSE
FB_70511,70511,Not Tasty,2,FALSE
FB_70512,70512,None,4,FALSE
FB_70513,70513,None,4,FALSE
FB_70514,70514,Late,3,TRUE
FB_70515,70515,Not Tasty,3,FALSE
FB_70516,70516,None,5,FALSE
FB_70517,70517,None,4,FALSE
FB_70518,70518,None,5,FALSE
FB_70519,70519,None,4,FALSE
FB_70520,70520,None,5,FALSE
FB_70521,70521,Late,2,TRUE
FB_70522,70522,None,5,FALSE
FB_70523,70523,None,5,FALSE
FB_70524,70524,None,5,FALSE
FB_70525,70525,None,4,FALSE
FB_70526,70526,None,5,FALSE
FB_70527,70527,None,4,FALSE
FB_70528,70528,Late,2,FALSE
FB_70529,70529,None,4,FALSE
FB_70530,70530,None,5,FALSE
FB_70531,70531,None,5,FALSE
FB_70532,70532,Not Tasty,2,FALSE
FB_70533,70533,None,5,FALSE
FB_70534,70534,None,4,FALSE
FB_70535,70535,None,4,FALSE
FB_70536,70536,None,4,FALSE
FB_70537,70537,None,4,FALSE
FB_70538,70538,None,5,FALSE
FB_70539,70539,None,4,FALSE
FB_70540,70540,None,5,FALSE
FB_70541,70541,None,5,FALSE
FB_70542,70542,None,5,FALSE
FB_70543,70543,Late,2,TRUE
FB_70544,70544,None,4,FALSE
FB_70545,70545,None,4,FALSE
FB_70546,70546,None,5,FALSE
FB_70547,70547,None,5,FALSE
FB_70548,70548,None,4,FALSE
FB_70549,70549,None,4,FALSE
FB_70550,70550,None,4,FALSE
FB_70551,70551,None,4,FALSE
FB_70552,70552,Spill,1,TRUE
FB_70553,70553,Spill,1,TRUE
FB_70554,70554,None,5,FALSE
FB_70555,70555,None,5,FALSE
FB_70556,70556,Late,3,FALSE
FB_70557,70557,None,5,FALSE
FB_70558,70558,None,4,FALSE
FB_70559,70559,Not Tasty,3,TRUE
FB_70560,70560,None,4,FALSE
FB_70561,70561,None,4,FALSE
FB_70562,70562,None,4,FALSE
FB_70563,70563,None,5,FALSE
FB_70564,70564,None,4,FALSE
FB_70565,70565,None,4,FALSE
FB_70566,70566,None,5,FALSE
FB_70567,70567,None,4,FALSE
FB_70568,70568,Spill,1,FALSE
FB_70569,70569,None,4,FALSE
FB_70570,70570,None,4,FALSE
FB_70571,70571,None,4,FALSE
FB_70572,70572,None,4,FALSE
FB_70573,70573,Late,3,FALSE
FB_70574,70574,None,4,FALSE
FB_70575,70575,Late,1,TRUE
FB_70576,70576,None,5,FALSE
FB_70577,70577,Late,1,FALSE
FB_70578,70578,None,4,FALSE
FB_70579,70579,None,5,FALSE
FB_70580,70580,None,4,FALSE
FB_70581,70581,Spill,2,TRUE
FB_70582,70582,None,4,FALSE
FB_70583,70583,None,4,FALSE
FB_70584,70584,None,5,FALSE
FB_70585,70585,None,5,FALSE
FB_70586,70586,None,5,FALSE
FB_70587,70587,Spill,1,FALSE
FB_70588,70588,None,5,FALSE
FB_70589,70589,None,5,FALSE
FB_70590,70590,None,5,FALSE
FB_70591,70591,None,4,FALSE
FB_70592,70592,Late,3,FALSE
FB_70593,70593,None,4,FALSE
FB_70594,70594,Late,2,TRUE
FB_70595,70595,None,5,FALSE
FB_70596,70596,None,5,FALSE
FB_70597,70597,None,5,FALSE
FB_70598,70598,None,5,FALSE
FB_70599,70599,None,4,FALSE
FB_70600,70600,None,5,FALSE
FB_70601,70601,Spill,2,TRUE
FB_70602,70602,None,4,FALSE
FB_70603,70603,None,4,FALSE
FB_70604,70604,None,5,FALSE
FB_70605,70605,None,4,FALSE
FB_70606,70606,None,4,FALSE
FB_70607,70607,Late,3,TRUE
FB_70608,70608,Late,3,TRUE
FB_70609,70609,None,4,FALSE
FB_70610,70610,None,4,FALSE
FB_70611,70611,None,5,FALSE
FB_70612,70612,None,4,FALSE
FB_70613,70613,None,5,FALSE
FB_70614,70614,None,4,FALSE
FB_70615,70615,Late,3,TRUE
FB_70616,70616,None,5,FALSE
FB_70617,70617,Late,1,FALSE
FB_70618,70618,None,5,FALSE
FB_70619,70619,None,5,FALSE
FB_70620,70620,None,4,FALSE
FB_70621,70621,None,5,FALSE
FB_70622,70622,None,4,FALSE
FB_70623,70623,None,4,FALSE
FB_70624,70624,None,4,FALSE
FB_70625,70625,Late,2,TRUE
FB_70626,70626,None,5,FALSE
FB_70627,70627,Late,1,TRUE
FB_70628,70628,Late,2,FALSE
FB_70629,70629,None,4,FALSE
FB_70630,70630,None,4,FALSE
FB_70631,70631,Late,3,TRUE
FB_70632,70632,None,5,FALSE
FB_70633,70633,None,5,FALSE
FB_70634,70634,Spill,1,FALSE
FB_70635,70635,None,5,FALSE
FB_70636,70636,None,4,FALSE
FB_70637,70637,None,4,FALSE
FB_70638,70638,Late,2,FALSE
FB_70639,70639,None,4,FALSE
FB_70640,70640,None,4,FALSE
FB_70641,70641,None,4,FALSE
FB_70642,70642,None,4,FALSE
FB_70643,70643,None,5,FALSE
FB_70644,70644,Not Tasty,3,FALSE
FB_70645,70645,None,4,FALSE
FB_70646,70646,None,5,FALSE
FB_70647,70647,None,5,FALSE
FB_70648,70648,None,5,FALSE
FB_70649,70649,None,5,FALSE
FB_70650,70650,Late,1,FALSE
FB_70651,70651,None,4,FALSE
FB_70652,70652,None,4,FALSE
FB_70653,70653,None,4,FALSE
FB_70654,70654,None,5,FALSE
FB_70655,70655,Late,3,FALSE
FB_70656,70656,None,5,FALSE
FB_70657,70657,Spill,2,TRUE
FB_70658,70658,None,5,FALSE
FB_70659,70659,None,5,FALSE
FB_70660,70660,None,5,FALSE
FB_70661,70661,None,5,FALSE
FB_70662,70662,None,5,FALSE
FB_70663,70663,None,5,FALSE
FB_70664,70664,Spill,2,TRUE
FB_70665,70665,None,4,FALSE
FB_70666,70666,Spill,1,TRUE
FB_70667,70667,None,4,FALSE
FB_70668,70668,None,5,FALSE
FB_70669,70669,None,5,FALSE
FB_70670,70670,Spill,2,TRUE
FB_70671,70671,None,5,FALSE
FB_70672,70672,None,5,FALSE
FB_70673,70673,None,4,FALSE
FB_70674,70674,None,5,FALSE
FB_70675,70675,Late,3,TRUE
FB_70676,70676,Late,2,TRUE
FB_70677,70677,None,5,FALSE
FB_70678,70678,None,4,FALSE
FB_70679,70679,Late,2,FALSE
FB_70680,70680,None,4,FALSE
FB_70681,70681,Late,1,FALSE
FB_70682,70682,None,5,FALSE
FB_70683,70683,Late,3,FALSE
FB_70684,70684,Late,2,TRUE
FB_70685,70685,None,4,FALSE
FB_70686,70686,None,5,FALSE
FB_70687,70687,None,4,FALSE
FB_70688,70688,None,4,FALSE
FB_70689,70689,None,4,FALSE
FB_70690,70690,None,4,FALSE
FB_70691,70691,None,5,FALSE
FB_70692,70692,None,5,FALSE
FB_70693,70693,Late,3,TRUE
FB_70694,70694,None,5,FALSE
FB_70695,70695,Late,2,TRUE
FB_70696,70696,None,4,FALSE
FB_70697,70697,None,5,FALSE
FB_70698,70698,None,4,FALSE
FB_70699,70699,None,5,FALSE
FB_70700,70700,None,5,FALSE
FB_70701,70701,None,4,FALSE
FB_70702,70702,Spill,2,FALSE
FB_70703,70703,None,5,FALSE
FB_70704,70704,None,5,FALSE
FB_70705,70705,None,4,FALSE
FB_70706,70706,None,4,FALSE
FB_70707,70707,Late,1,TRUE
FB_70708,70708,Not Tasty,2,TRUE
FB_70709,70709,None,5,FALSE
FB_70710,70710,None,5,FALSE
FB_70711,70711,None,4,FALSE
FB_70712,70712,None,5,FALSE
FB_70713,70713,None,5,FALSE
FB_70714,70714,Late,2,FALSE
FB_70715,70715,Not Tasty,2,FALSE
FB_70716,70716,None,5,FALSE
FB_70717,70717,Not Tasty,2,FALSE
FB_70718,70718,None,5,FALSE
FB_70719,70719,Not Tasty,3,FALSE
FB_70720,70720,None,5,FALSE
FB_70721,70721,None,5,FALSE
FB_70722,70722,None,5,FALSE
FB_70723,70723,Not Tasty,3,TRUE
FB_70724,70724,None,5,FALSE
FB_70725,70725,Not Tasty,2,FALSE
FB_70726,70726,Late,1,FALSE
FB_70727,70727,Not Tasty,3,TRUE
FB_70728,70728,None,4,FALSE
FB_70729,70729,None,4,FALSE
FB_70730,70730,None,5,FALSE
FB_70731,70731,Not Tasty,3,FALSE
FB_70732,70732,None,5,FALSE
FB_70733,70733,Not Tasty,3,FALSE
FB_70734,70734,None,5,FALSE
FB_70735,70735,Late,1,FALSE
FB_70736,70736,None,4,FALSE
FB_70737,70737,None,4,FALSE
FB_70738,70738,None,5,FALSE
FB_70739,70739,None,4,FALSE
FB_70740,70740,None,5,FALSE
FB_70741,70741,None,4,FALSE
FB_70742,70742,None,4,FALSE
FB_70743,70743,None,5,FALSE
FB_70744,70744,Not Tasty,2,FALSE
FB_70745,70745,None,5,FALSE
FB_70746,70746,None,5,FALSE
FB_70747,70747,None,4,FALSE
FB_70748,70748,None,4,FALSE
FB_70749,70749,None,4,FALSE
FB_70750,70750,Late,1,FALSE
FB_70751,70751,Late,1,FALSE
